DISCRETE_GEN_TPS_1,DISCRETE_GEN_TPS_2,CommitGenUnits
Oahu_Kalaeloa_CC3,2208022004,1.0
Oahu_Kalaeloa_CC3,2208022006,1.0
Oahu_Kalaeloa_CC3,2208022008,0.0
Oahu_Kalaeloa_CC3,2208022010,0.0
Oahu_Kalaeloa_CC3,2208022012,1.0
Oahu_Kalaeloa_CC3,2208022014,1.0
Oahu_Kalaeloa_CC3,2208022016,1.0
Oahu_Kalaeloa_CC3,2208022018,1.0
Oahu_Kalaeloa_CC3,2208022020,1.0
Oahu_Kalaeloa_CC3,2208022022,1.0
Oahu_Kalaeloa_CC3,2208041000,1.0
Oahu_Kalaeloa_CC3,2208041002,1.0
Oahu_Kalaeloa_CC3,2208041004,1.0
Oahu_Kalaeloa_CC3,2208041006,1.0
Oahu_Kalaeloa_CC3,2208041008,1.0
Oahu_Kalaeloa_CC3,2208041010,1.0
Oahu_Kalaeloa_CC3,2208041012,1.0
Oahu_Kalaeloa_CC3,2208041014,1.0
Oahu_Kalaeloa_CC3,2208041016,1.0
Oahu_Kalaeloa_CC3,2208041018,1.0
Oahu_Kalaeloa_CC3,2208041020,1.0
Oahu_Kalaeloa_CC3,2208041022,1.0
Oahu_Kalaeloa_CC3,2208061700,1.0
Oahu_Kalaeloa_CC3,2208061702,1.0
Oahu_Kalaeloa_CC3,2208061704,1.0
Oahu_Kalaeloa_CC3,2208061706,1.0
Oahu_Kalaeloa_CC3,2208061708,1.0
Oahu_Kalaeloa_CC3,2208061710,1.0
Oahu_Kalaeloa_CC3,2208061712,1.0
Oahu_Kalaeloa_CC3,2208061714,1.0
Oahu_Kalaeloa_CC3,2208061716,1.0
Oahu_Kalaeloa_CC3,2208061718,1.0
Oahu_Kalaeloa_CC3,2208061720,1.0
Oahu_Kalaeloa_CC3,2208061722,1.0
Oahu_Kalaeloa_CC3,2208081800,1.0
Oahu_Kalaeloa_CC3,2208081802,1.0
Oahu_Kalaeloa_CC3,2208081804,1.0
Oahu_Kalaeloa_CC3,2208081806,1.0
Oahu_Kalaeloa_CC3,2208081808,0.0
Oahu_Kalaeloa_CC3,2208081810,0.0
Oahu_Kalaeloa_CC3,2208081812,0.0
Oahu_Kalaeloa_CC3,2208081814,0.0
Oahu_Kalaeloa_CC3,2208081816,0.0
Oahu_Kalaeloa_CC3,2208081818,1.0
Oahu_Kalaeloa_CC3,2208081820,1.0
Oahu_Kalaeloa_CC3,2208081822,1.0
Oahu_Kalaeloa_CC3,2208091000,1.0
Oahu_Kalaeloa_CC3,2208091002,1.0
Oahu_Kalaeloa_CC3,2208091004,1.0
Oahu_Kalaeloa_CC3,2208091006,1.0
Oahu_Kalaeloa_CC3,2208091008,1.0
Oahu_Kalaeloa_CC3,2208091010,1.0
Oahu_Kalaeloa_CC3,2208091012,1.0
Oahu_Kalaeloa_CC3,2208091014,1.0
Oahu_Kalaeloa_CC3,2208091016,1.0
Oahu_Kalaeloa_CC3,2208091018,1.0
Oahu_Kalaeloa_CC3,2208091020,1.0
Oahu_Kalaeloa_CC3,2208091022,1.0
Oahu_Kalaeloa_CC3,2208112200,1.0
Oahu_Kalaeloa_CC3,2208112202,1.0
Oahu_Kalaeloa_CC3,2208112204,1.0
Oahu_Kalaeloa_CC3,2208112206,1.0
Oahu_Kalaeloa_CC3,2208112208,1.0
Oahu_Kalaeloa_CC3,2208112210,1.0
Oahu_Kalaeloa_CC3,2208112212,1.0
Oahu_Kalaeloa_CC3,2208112214,1.0
Oahu_Kalaeloa_CC3,2208112216,1.0
Oahu_Kalaeloa_CC3,2208112218,1.0
Oahu_Kalaeloa_CC3,2208112220,1.0
Oahu_Kalaeloa_CC3,2208112222,1.0
Oahu_Kalaeloa_CC3,2507011200,1.0
Oahu_Kalaeloa_CC3,2507011202,1.0
Oahu_Kalaeloa_CC3,2507011204,1.0
Oahu_Kalaeloa_CC3,2507011206,1.0
Oahu_Kalaeloa_CC3,2507011208,1.0
Oahu_Kalaeloa_CC3,2507011210,1.0
Oahu_Kalaeloa_CC3,2507011212,1.0
Oahu_Kalaeloa_CC3,2507011214,1.0
Oahu_Kalaeloa_CC3,2507011216,1.0
Oahu_Kalaeloa_CC3,2507011218,1.0
Oahu_Kalaeloa_CC3,2507011220,1.0
Oahu_Kalaeloa_CC3,2507011222,1.0
Oahu_Kalaeloa_CC3,2507011900,1.0
Oahu_Kalaeloa_CC3,2507011902,1.0
Oahu_Kalaeloa_CC3,2507011904,1.0
Oahu_Kalaeloa_CC3,2507011906,1.0
Oahu_Kalaeloa_CC3,2507011908,1.0
Oahu_Kalaeloa_CC3,2507011910,1.0
Oahu_Kalaeloa_CC3,2507011912,1.0
Oahu_Kalaeloa_CC3,2507011914,1.0
Oahu_Kalaeloa_CC3,2507011916,1.0
Oahu_Kalaeloa_CC3,2507011918,1.0
Oahu_Kalaeloa_CC3,2507011920,1.0
Oahu_Kalaeloa_CC3,2507011922,1.0
Oahu_Kalaeloa_CC3,2507021200,1.0
Oahu_Kalaeloa_CC3,2507021202,1.0
Oahu_Kalaeloa_CC3,2507021204,1.0
Oahu_Kalaeloa_CC3,2507021206,1.0
Oahu_Kalaeloa_CC3,2507021208,1.0
Oahu_Kalaeloa_CC3,2507021210,0.0
Oahu_Kalaeloa_CC3,2507021212,0.0
Oahu_Kalaeloa_CC3,2507021214,0.0
Oahu_Kalaeloa_CC3,2507021216,0.0
Oahu_Kalaeloa_CC3,2507021218,1.0
Oahu_Kalaeloa_CC3,2507021220,1.0
Oahu_Kalaeloa_CC3,2507021222,1.0
Oahu_Kalaeloa_CC3,2507050200,1.0
Oahu_Kalaeloa_CC3,2507050202,1.0
Oahu_Kalaeloa_CC3,2507050204,1.0
Oahu_Kalaeloa_CC3,2507050206,1.0
Oahu_Kalaeloa_CC3,2507050208,0.0
Oahu_Kalaeloa_CC3,2507050210,0.0
Oahu_Kalaeloa_CC3,2507050212,0.0
Oahu_Kalaeloa_CC3,2507050214,0.0
Oahu_Kalaeloa_CC3,2507050216,1.0
Oahu_Kalaeloa_CC3,2507050218,1.0
Oahu_Kalaeloa_CC3,2507050220,1.0
Oahu_Kalaeloa_CC3,2507050222,1.0
Oahu_Kalaeloa_CC3,2507092200,1.0
Oahu_Kalaeloa_CC3,2507092202,1.0
Oahu_Kalaeloa_CC3,2507092204,1.0
Oahu_Kalaeloa_CC3,2507092206,1.0
Oahu_Kalaeloa_CC3,2507092208,0.0
Oahu_Kalaeloa_CC3,2507092210,0.0
Oahu_Kalaeloa_CC3,2507092212,0.0
Oahu_Kalaeloa_CC3,2507092214,0.0
Oahu_Kalaeloa_CC3,2507092216,0.0
Oahu_Kalaeloa_CC3,2507092218,1.0
Oahu_Kalaeloa_CC3,2507092220,1.0
Oahu_Kalaeloa_CC3,2507092222,1.0
Oahu_Kalaeloa_CC3,2507102700,1.0
Oahu_Kalaeloa_CC3,2507102702,1.0
Oahu_Kalaeloa_CC3,2507102704,1.0
Oahu_Kalaeloa_CC3,2507102706,1.0
Oahu_Kalaeloa_CC3,2507102708,0.0
Oahu_Kalaeloa_CC3,2507102710,0.0
Oahu_Kalaeloa_CC3,2507102712,0.0
Oahu_Kalaeloa_CC3,2507102714,0.0
Oahu_Kalaeloa_CC3,2507102716,1.0
Oahu_Kalaeloa_CC3,2507102718,1.0
Oahu_Kalaeloa_CC3,2507102720,1.0
Oahu_Kalaeloa_CC3,2507102722,1.0
Oahu_Kalaeloa_CC3,2507121500,1.0
Oahu_Kalaeloa_CC3,2507121502,1.0
Oahu_Kalaeloa_CC3,2507121504,1.0
Oahu_Kalaeloa_CC3,2507121506,1.0
Oahu_Kalaeloa_CC3,2507121508,0.0
Oahu_Kalaeloa_CC3,2507121510,0.0
Oahu_Kalaeloa_CC3,2507121512,0.0
Oahu_Kalaeloa_CC3,2507121514,0.0
Oahu_Kalaeloa_CC3,2507121516,0.0
Oahu_Kalaeloa_CC3,2507121518,1.0
Oahu_Kalaeloa_CC3,2507121520,1.0
Oahu_Kalaeloa_CC3,2507121522,1.0
Oahu_Kalaeloa_CC3,2508022000,1.0
Oahu_Kalaeloa_CC3,2508022002,1.0
Oahu_Kalaeloa_CC3,2508022004,1.0
Oahu_Kalaeloa_CC3,2508022006,1.0
Oahu_Kalaeloa_CC3,2508022008,0.0
Oahu_Kalaeloa_CC3,2508022010,0.0
Oahu_Kalaeloa_CC3,2508022012,0.0
Oahu_Kalaeloa_CC3,2508022014,0.0
Oahu_Kalaeloa_CC3,2508022016,1.0
Oahu_Kalaeloa_CC3,2508022018,1.0
Oahu_Kalaeloa_CC3,2508022020,1.0
Oahu_Kalaeloa_CC3,2508022022,1.0
Oahu_Kalaeloa_CC3,2508041000,1.0
Oahu_Kalaeloa_CC3,2508041002,1.0
Oahu_Kalaeloa_CC3,2508041004,1.0
Oahu_Kalaeloa_CC3,2508041006,1.0
Oahu_Kalaeloa_CC3,2508041008,1.0
Oahu_Kalaeloa_CC3,2508041010,1.0
Oahu_Kalaeloa_CC3,2508041012,1.0
Oahu_Kalaeloa_CC3,2508041014,1.0
Oahu_Kalaeloa_CC3,2508041016,1.0
Oahu_Kalaeloa_CC3,2508041018,1.0
Oahu_Kalaeloa_CC3,2508041020,1.0
Oahu_Kalaeloa_CC3,2508041022,1.0
Oahu_Kalaeloa_CC3,2508061700,1.0
Oahu_Kalaeloa_CC3,2508061702,1.0
Oahu_Kalaeloa_CC3,2508061704,1.0
Oahu_Kalaeloa_CC3,2508061706,1.0
Oahu_Kalaeloa_CC3,2508061708,1.0
Oahu_Kalaeloa_CC3,2508061710,1.0
Oahu_Kalaeloa_CC3,2508061712,1.0
Oahu_Kalaeloa_CC3,2508061714,1.0
Oahu_Kalaeloa_CC3,2508061716,1.0
Oahu_Kalaeloa_CC3,2508061718,1.0
Oahu_Kalaeloa_CC3,2508061720,1.0
Oahu_Kalaeloa_CC3,2508061722,1.0
Oahu_Kalaeloa_CC3,2508081800,1.0
Oahu_Kalaeloa_CC3,2508081802,1.0
Oahu_Kalaeloa_CC3,2508081804,1.0
Oahu_Kalaeloa_CC3,2508081806,1.0
Oahu_Kalaeloa_CC3,2508081808,0.0
Oahu_Kalaeloa_CC3,2508081810,0.0
Oahu_Kalaeloa_CC3,2508081812,0.0
Oahu_Kalaeloa_CC3,2508081814,0.0
Oahu_Kalaeloa_CC3,2508081816,0.0
Oahu_Kalaeloa_CC3,2508081818,1.0
Oahu_Kalaeloa_CC3,2508081820,1.0
Oahu_Kalaeloa_CC3,2508081822,1.0
Oahu_Kalaeloa_CC3,2508091000,1.0
Oahu_Kalaeloa_CC3,2508091002,1.0
Oahu_Kalaeloa_CC3,2508091004,1.0
Oahu_Kalaeloa_CC3,2508091006,1.0
Oahu_Kalaeloa_CC3,2508091008,0.0
Oahu_Kalaeloa_CC3,2508091010,0.0
Oahu_Kalaeloa_CC3,2508091012,1.0
Oahu_Kalaeloa_CC3,2508091014,0.0
Oahu_Kalaeloa_CC3,2508091016,0.0
Oahu_Kalaeloa_CC3,2508091018,1.0
Oahu_Kalaeloa_CC3,2508091020,1.0
Oahu_Kalaeloa_CC3,2508091022,1.0
Oahu_Kalaeloa_CC3,2508112200,1.0
Oahu_Kalaeloa_CC3,2508112202,1.0
Oahu_Kalaeloa_CC3,2508112204,1.0
Oahu_Kalaeloa_CC3,2508112206,1.0
Oahu_Kalaeloa_CC3,2508112208,1.0
Oahu_Kalaeloa_CC3,2508112210,1.0
Oahu_Kalaeloa_CC3,2508112212,1.0
Oahu_Kalaeloa_CC3,2508112214,1.0
Oahu_Kalaeloa_CC3,2508112216,1.0
Oahu_Kalaeloa_CC3,2508112218,1.0
Oahu_Kalaeloa_CC3,2508112220,1.0
Oahu_Kalaeloa_CC3,2508112222,1.0
Oahu_Kalaeloa_CC3,3007011200,1.0
Oahu_Kalaeloa_CC3,3007011202,1.0
Oahu_Kalaeloa_CC3,3007011204,1.0
Oahu_Kalaeloa_CC3,3007011206,1.0
Oahu_Kalaeloa_CC3,3007011208,0.0
Oahu_Kalaeloa_CC3,3007011210,0.0
Oahu_Kalaeloa_CC3,3007011212,0.0
Oahu_Kalaeloa_CC3,3007011214,0.0
Oahu_Kalaeloa_CC3,3007011216,0.0
Oahu_Kalaeloa_CC3,3007011218,1.0
Oahu_Kalaeloa_CC3,3007011220,1.0
Oahu_Kalaeloa_CC3,3007011222,1.0
Oahu_Kalaeloa_CC3,3007011900,1.0
Oahu_Kalaeloa_CC3,3007011902,1.0
Oahu_Kalaeloa_CC3,3007011904,1.0
Oahu_Kalaeloa_CC3,3007011906,1.0
Oahu_Kalaeloa_CC3,3007011908,0.0
Oahu_Kalaeloa_CC3,3007011910,0.0
Oahu_Kalaeloa_CC3,3007011912,0.0
Oahu_Kalaeloa_CC3,3007011914,1.0
Oahu_Kalaeloa_CC3,3007011916,1.0
Oahu_Kalaeloa_CC3,3007011918,1.0
Oahu_Kalaeloa_CC3,3007011920,1.0
Oahu_Kalaeloa_CC3,3007011922,1.0
Oahu_Kalaeloa_CC3,3007021200,1.0
Oahu_Kalaeloa_CC3,3007021202,1.0
Oahu_Kalaeloa_CC3,3007021204,1.0
Oahu_Kalaeloa_CC3,3007021206,1.0
Oahu_Kalaeloa_CC3,3007021208,0.0
Oahu_Kalaeloa_CC3,3007021210,0.0
Oahu_Kalaeloa_CC3,3007021212,0.0
Oahu_Kalaeloa_CC3,3007021214,0.0
Oahu_Kalaeloa_CC3,3007021216,0.0
Oahu_Kalaeloa_CC3,3007021218,1.0
Oahu_Kalaeloa_CC3,3007021220,1.0
Oahu_Kalaeloa_CC3,3007021222,1.0
Oahu_Kalaeloa_CC3,3007050200,1.0
Oahu_Kalaeloa_CC3,3007050202,1.0
Oahu_Kalaeloa_CC3,3007050204,1.0
Oahu_Kalaeloa_CC3,3007050206,1.0
Oahu_Kalaeloa_CC3,3007050208,0.0
Oahu_Kalaeloa_CC3,3007050210,0.0
Oahu_Kalaeloa_CC3,3007050212,0.0
Oahu_Kalaeloa_CC3,3007050214,0.0
Oahu_Kalaeloa_CC3,3007050216,1.0
Oahu_Kalaeloa_CC3,3007050218,1.0
Oahu_Kalaeloa_CC3,3007050220,1.0
Oahu_Kalaeloa_CC3,3007050222,1.0
Oahu_Kalaeloa_CC3,3007092200,1.0
Oahu_Kalaeloa_CC3,3007092202,1.0
Oahu_Kalaeloa_CC3,3007092204,1.0
Oahu_Kalaeloa_CC3,3007092206,1.0
Oahu_Kalaeloa_CC3,3007092208,0.0
Oahu_Kalaeloa_CC3,3007092210,0.0
Oahu_Kalaeloa_CC3,3007092212,0.0
Oahu_Kalaeloa_CC3,3007092214,0.0
Oahu_Kalaeloa_CC3,3007092216,0.0
Oahu_Kalaeloa_CC3,3007092218,1.0
Oahu_Kalaeloa_CC3,3007092220,1.0
Oahu_Kalaeloa_CC3,3007092222,1.0
Oahu_Kalaeloa_CC3,3007102700,1.0
Oahu_Kalaeloa_CC3,3007102702,1.0
Oahu_Kalaeloa_CC3,3007102704,1.0
Oahu_Kalaeloa_CC3,3007102706,1.0
Oahu_Kalaeloa_CC3,3007102708,0.0
Oahu_Kalaeloa_CC3,3007102710,0.0
Oahu_Kalaeloa_CC3,3007102712,0.0
Oahu_Kalaeloa_CC3,3007102714,0.0
Oahu_Kalaeloa_CC3,3007102716,0.0
Oahu_Kalaeloa_CC3,3007102718,1.0
Oahu_Kalaeloa_CC3,3007102720,1.0
Oahu_Kalaeloa_CC3,3007102722,1.0
Oahu_Kalaeloa_CC3,3007121500,1.0
Oahu_Kalaeloa_CC3,3007121502,1.0
Oahu_Kalaeloa_CC3,3007121504,1.0
Oahu_Kalaeloa_CC3,3007121506,1.0
Oahu_Kalaeloa_CC3,3007121508,0.0
Oahu_Kalaeloa_CC3,3007121510,0.0
Oahu_Kalaeloa_CC3,3007121512,0.0
Oahu_Kalaeloa_CC3,3007121514,0.0
Oahu_Kalaeloa_CC3,3007121516,0.0
Oahu_Kalaeloa_CC3,3007121518,1.0
Oahu_Kalaeloa_CC3,3007121520,1.0
Oahu_Kalaeloa_CC3,3007121522,1.0
Oahu_Kalaeloa_CC3,3008022000,1.0
Oahu_Kalaeloa_CC3,3008022002,1.0
Oahu_Kalaeloa_CC3,3008022004,1.0
Oahu_Kalaeloa_CC3,3008022006,1.0
Oahu_Kalaeloa_CC3,3008022008,0.0
Oahu_Kalaeloa_CC3,3008022010,0.0
Oahu_Kalaeloa_CC3,3008022012,0.0
Oahu_Kalaeloa_CC3,3008022014,0.0
Oahu_Kalaeloa_CC3,3008022016,0.0
Oahu_Kalaeloa_CC3,3008022018,1.0
Oahu_Kalaeloa_CC3,3008022020,1.0
Oahu_Kalaeloa_CC3,3008022022,1.0
Oahu_Kalaeloa_CC3,3008041000,1.0
Oahu_Kalaeloa_CC3,3008041002,1.0
Oahu_Kalaeloa_CC3,3008041004,1.0
Oahu_Kalaeloa_CC3,3008041006,1.0
Oahu_Kalaeloa_CC3,3008041008,1.0
Oahu_Kalaeloa_CC3,3008041010,1.0
Oahu_Kalaeloa_CC3,3008041012,1.0
Oahu_Kalaeloa_CC3,3008041014,1.0
Oahu_Kalaeloa_CC3,3008041016,1.0
Oahu_Kalaeloa_CC3,3008041018,1.0
Oahu_Kalaeloa_CC3,3008041020,1.0
Oahu_Kalaeloa_CC3,3008041022,1.0
Oahu_Kalaeloa_CC3,3008061700,1.0
Oahu_Kalaeloa_CC3,3008061702,1.0
Oahu_Kalaeloa_CC3,3008061704,1.0
Oahu_Kalaeloa_CC3,3008061706,1.0
Oahu_Kalaeloa_CC3,3008061708,0.0
Oahu_Kalaeloa_CC3,3008061710,0.0
Oahu_Kalaeloa_CC3,3008061712,0.0
Oahu_Kalaeloa_CC3,3008061714,0.0
Oahu_Kalaeloa_CC3,3008061716,0.0
Oahu_Kalaeloa_CC3,3008061718,1.0
Oahu_Kalaeloa_CC3,3008061720,1.0
Oahu_Kalaeloa_CC3,3008061722,1.0
Oahu_Kalaeloa_CC3,3008081800,1.0
Oahu_Kalaeloa_CC3,3008081802,1.0
Oahu_Kalaeloa_CC3,3008081804,1.0
Oahu_Kalaeloa_CC3,3008081806,1.0
Oahu_Kalaeloa_CC3,3008081808,0.0
Oahu_Kalaeloa_CC3,3008081810,0.0
Oahu_Kalaeloa_CC3,3008081812,0.0
Oahu_Kalaeloa_CC3,3008081814,0.0
Oahu_Kalaeloa_CC3,3008081816,0.0
Oahu_Kalaeloa_CC3,3008081818,1.0
Oahu_Kalaeloa_CC3,3008081820,1.0
Oahu_Kalaeloa_CC3,3008081822,1.0
Oahu_Kalaeloa_CC3,3008091000,1.0
Oahu_Kalaeloa_CC3,3008091002,1.0
Oahu_Kalaeloa_CC3,3008091004,1.0
Oahu_Kalaeloa_CC3,3008091006,1.0
Oahu_Kalaeloa_CC3,3008091008,0.0
Oahu_Kalaeloa_CC3,3008091010,0.0
Oahu_Kalaeloa_CC3,3008091012,0.0
Oahu_Kalaeloa_CC3,3008091014,0.0
Oahu_Kalaeloa_CC3,3008091016,0.0
Oahu_Kalaeloa_CC3,3008091018,1.0
Oahu_Kalaeloa_CC3,3008091020,1.0
Oahu_Kalaeloa_CC3,3008091022,1.0
Oahu_Kalaeloa_CC3,3008112200,1.0
Oahu_Kalaeloa_CC3,3008112202,1.0
Oahu_Kalaeloa_CC3,3008112204,1.0
Oahu_Kalaeloa_CC3,3008112206,1.0
Oahu_Kalaeloa_CC3,3008112208,1.0
Oahu_Kalaeloa_CC3,3008112210,1.0
Oahu_Kalaeloa_CC3,3008112212,1.0
Oahu_Kalaeloa_CC3,3008112214,1.0
Oahu_Kalaeloa_CC3,3008112216,1.0
Oahu_Kalaeloa_CC3,3008112218,1.0
Oahu_Kalaeloa_CC3,3008112220,1.0
Oahu_Kalaeloa_CC3,3008112222,1.0
Oahu_Kalaeloa_CC3,3507011200,1.0
Oahu_Kalaeloa_CC3,3507011202,1.0
Oahu_Kalaeloa_CC3,3507011204,1.0
Oahu_Kalaeloa_CC3,3507011206,1.0
Oahu_Kalaeloa_CC3,3507011208,0.0
Oahu_Kalaeloa_CC3,3507011210,0.0
Oahu_Kalaeloa_CC3,3507011212,0.0
Oahu_Kalaeloa_CC3,3507011214,0.0
Oahu_Kalaeloa_CC3,3507011216,0.0
Oahu_Kalaeloa_CC3,3507011218,1.0
Oahu_Kalaeloa_CC3,3507011220,1.0
Oahu_Kalaeloa_CC3,3507011222,1.0
Oahu_Kalaeloa_CC3,3507011900,1.0
Oahu_Kalaeloa_CC3,3507011902,1.0
Oahu_Kalaeloa_CC3,3507011904,1.0
Oahu_Kalaeloa_CC3,3507011906,1.0
Oahu_Kalaeloa_CC3,3507011908,1.0
Oahu_Kalaeloa_CC3,3507011910,1.0
Oahu_Kalaeloa_CC3,3507011912,1.0
Oahu_Kalaeloa_CC3,3507011914,1.0
Oahu_Kalaeloa_CC3,3507011916,1.0
Oahu_Kalaeloa_CC3,3507011918,1.0
Oahu_Kalaeloa_CC3,3507011920,1.0
Oahu_Kalaeloa_CC3,3507011922,1.0
Oahu_Kalaeloa_CC3,3507021200,1.0
Oahu_Kalaeloa_CC3,3507021202,1.0
Oahu_Kalaeloa_CC3,3507021204,1.0
Oahu_Kalaeloa_CC3,3507021206,1.0
Oahu_Kalaeloa_CC3,3507021208,0.0
Oahu_Kalaeloa_CC3,3507021210,0.0
Oahu_Kalaeloa_CC3,3507021212,0.0
Oahu_Kalaeloa_CC3,3507021214,0.0
Oahu_Kalaeloa_CC3,3507021216,0.0
Oahu_Kalaeloa_CC3,3507021218,1.0
Oahu_Kalaeloa_CC3,3507021220,1.0
Oahu_Kalaeloa_CC3,3507021222,1.0
Oahu_Kalaeloa_CC3,3507050200,0.0
Oahu_Kalaeloa_CC3,3507050202,0.0
Oahu_Kalaeloa_CC3,3507050204,0.0
Oahu_Kalaeloa_CC3,3507050206,0.0
Oahu_Kalaeloa_CC3,3507050208,0.0
Oahu_Kalaeloa_CC3,3507050210,0.0
Oahu_Kalaeloa_CC3,3507050212,0.0
Oahu_Kalaeloa_CC3,3507050214,0.0
Oahu_Kalaeloa_CC3,3507050216,0.0
Oahu_Kalaeloa_CC3,3507050218,1.0
Oahu_Kalaeloa_CC3,3507050220,1.0
Oahu_Kalaeloa_CC3,3507050222,0.0
Oahu_Kalaeloa_CC3,3507092200,1.0
Oahu_Kalaeloa_CC3,3507092202,1.0
Oahu_Kalaeloa_CC3,3507092204,1.0
Oahu_Kalaeloa_CC3,3507092206,1.0
Oahu_Kalaeloa_CC3,3507092208,0.0
Oahu_Kalaeloa_CC3,3507092210,0.0
Oahu_Kalaeloa_CC3,3507092212,0.0
Oahu_Kalaeloa_CC3,3507092214,0.0
Oahu_Kalaeloa_CC3,3507092216,0.0
Oahu_Kalaeloa_CC3,3507092218,1.0
Oahu_Kalaeloa_CC3,3507092220,1.0
Oahu_Kalaeloa_CC3,3507092222,1.0
Oahu_Kalaeloa_CC3,3507102700,1.0
Oahu_Kalaeloa_CC3,3507102702,1.0
Oahu_Kalaeloa_CC3,3507102704,1.0
Oahu_Kalaeloa_CC3,3507102706,1.0
Oahu_Kalaeloa_CC3,3507102708,0.0
Oahu_Kalaeloa_CC3,3507102710,0.0
Oahu_Kalaeloa_CC3,3507102712,0.0
Oahu_Kalaeloa_CC3,3507102714,0.0
Oahu_Kalaeloa_CC3,3507102716,1.0
Oahu_Kalaeloa_CC3,3507102718,1.0
Oahu_Kalaeloa_CC3,3507102720,1.0
Oahu_Kalaeloa_CC3,3507102722,1.0
Oahu_Kalaeloa_CC3,3507121500,0.0
Oahu_Kalaeloa_CC3,3507121502,0.0
Oahu_Kalaeloa_CC3,3507121504,0.0
Oahu_Kalaeloa_CC3,3507121506,0.0
Oahu_Kalaeloa_CC3,3507121508,0.0
Oahu_Kalaeloa_CC3,3507121510,0.0
Oahu_Kalaeloa_CC3,3507121512,0.0
Oahu_Kalaeloa_CC3,3507121514,0.0
Oahu_Kalaeloa_CC3,3507121516,1.0
Oahu_Kalaeloa_CC3,3507121518,1.0
Oahu_Kalaeloa_CC3,3507121520,0.0
Oahu_Kalaeloa_CC3,3507121522,0.0
Oahu_Kalaeloa_CC3,3508022000,1.0
Oahu_Kalaeloa_CC3,3508022002,1.0
Oahu_Kalaeloa_CC3,3508022004,1.0
Oahu_Kalaeloa_CC3,3508022006,1.0
Oahu_Kalaeloa_CC3,3508022008,0.0
Oahu_Kalaeloa_CC3,3508022010,0.0
Oahu_Kalaeloa_CC3,3508022012,0.0
Oahu_Kalaeloa_CC3,3508022014,0.0
Oahu_Kalaeloa_CC3,3508022016,0.0
Oahu_Kalaeloa_CC3,3508022018,1.0
Oahu_Kalaeloa_CC3,3508022020,1.0
Oahu_Kalaeloa_CC3,3508022022,1.0
Oahu_Kalaeloa_CC3,3508041000,1.0
Oahu_Kalaeloa_CC3,3508041002,1.0
Oahu_Kalaeloa_CC3,3508041004,1.0
Oahu_Kalaeloa_CC3,3508041006,1.0
Oahu_Kalaeloa_CC3,3508041008,1.0
Oahu_Kalaeloa_CC3,3508041010,1.0
Oahu_Kalaeloa_CC3,3508041012,1.0
Oahu_Kalaeloa_CC3,3508041014,1.0
Oahu_Kalaeloa_CC3,3508041016,1.0
Oahu_Kalaeloa_CC3,3508041018,1.0
Oahu_Kalaeloa_CC3,3508041020,1.0
Oahu_Kalaeloa_CC3,3508041022,1.0
Oahu_Kalaeloa_CC3,3508061700,1.0
Oahu_Kalaeloa_CC3,3508061702,1.0
Oahu_Kalaeloa_CC3,3508061704,1.0
Oahu_Kalaeloa_CC3,3508061706,1.0
Oahu_Kalaeloa_CC3,3508061708,0.0
Oahu_Kalaeloa_CC3,3508061710,0.0
Oahu_Kalaeloa_CC3,3508061712,0.0
Oahu_Kalaeloa_CC3,3508061714,0.0
Oahu_Kalaeloa_CC3,3508061716,0.0
Oahu_Kalaeloa_CC3,3508061718,1.0
Oahu_Kalaeloa_CC3,3508061720,1.0
Oahu_Kalaeloa_CC3,3508061722,1.0
Oahu_Kalaeloa_CC3,3508081800,1.0
Oahu_Kalaeloa_CC3,3508081802,1.0
Oahu_Kalaeloa_CC3,3508081804,1.0
Oahu_Kalaeloa_CC3,3508081806,1.0
Oahu_Kalaeloa_CC3,3508081808,0.0
Oahu_Kalaeloa_CC3,3508081810,0.0
Oahu_Kalaeloa_CC3,3508081812,0.0
Oahu_Kalaeloa_CC3,3508081814,0.0
Oahu_Kalaeloa_CC3,3508081816,0.0
Oahu_Kalaeloa_CC3,3508081818,1.0
Oahu_Kalaeloa_CC3,3508081820,1.0
Oahu_Kalaeloa_CC3,3508081822,1.0
Oahu_Kalaeloa_CC3,3508091000,1.0
Oahu_Kalaeloa_CC3,3508091002,1.0
Oahu_Kalaeloa_CC3,3508091004,1.0
Oahu_Kalaeloa_CC3,3508091006,1.0
Oahu_Kalaeloa_CC3,3508091008,0.0
Oahu_Kalaeloa_CC3,3508091010,0.0
Oahu_Kalaeloa_CC3,3508091012,0.0
Oahu_Kalaeloa_CC3,3508091014,0.0
Oahu_Kalaeloa_CC3,3508091016,0.0
Oahu_Kalaeloa_CC3,3508091018,1.0
Oahu_Kalaeloa_CC3,3508091020,1.0
Oahu_Kalaeloa_CC3,3508091022,1.0
Oahu_Kalaeloa_CC3,3508112200,1.0
Oahu_Kalaeloa_CC3,3508112202,1.0
Oahu_Kalaeloa_CC3,3508112204,1.0
Oahu_Kalaeloa_CC3,3508112206,1.0
Oahu_Kalaeloa_CC3,3508112208,1.0
Oahu_Kalaeloa_CC3,3508112210,1.0
Oahu_Kalaeloa_CC3,3508112212,1.0
Oahu_Kalaeloa_CC3,3508112214,1.0
Oahu_Kalaeloa_CC3,3508112216,1.0
Oahu_Kalaeloa_CC3,3508112218,1.0
